lond,latd,date,time,yy,mm,day,#_of_hks,ALB_MT,ALB_CPUE,BET_MT,BET_CPUE,SKJ_MT,SKJ_CPUE,YFT_MT,YFT_CPUE,TOT_MT,TOT_CPUE,image_ID,SST,Chl-a,DEPTH,MLD,WIND_VEL,CURRENT_VVEL,CURRENT_UVEL,SALT,SSH
-175.5,-20.5,12/22/2017,12:00,2017,12,22,17.32,0,0,0,0,0,0,0.262,15.127,0.262,15.127,SST.1440x720.20171222.hdf,27,0.06796565,328.75,51.47571,2.02E-09,,,,8.08
-174.5,-20.5,12/22/2017,12:00,2017,12,22,18.48,0,0,0,0,0,0,0.867,46.916,0.867,46.916,SST.1440x720.20171222.hdf,26.25,0.1738432,94.5215,49.24296,3.30E-08,,,,7.01
-176.5,-21.5,12/23/2017,12:00,2017,12,23,16.4,0,0,0,0,0,0,0.156,9.512,0.156,9.512,SST.1440x720.20171223.hdf,26.25,0.07950299,405.75,38.03247,4.90E-08,,,,6.23
-175.5,-20.5,12/23/2017,12:00,2017,12,23,17.72,0,0,0,0,0,0,0.174,9.819,0.174,9.819,SST.1440x720.20171223.hdf,26.7,0.06796565,328.75,51.69981,2.02E-09,,,,8.08
-176.5,-22.5,12/24/2017,12:00,2017,12,24,16.25,0,0,0,0,0.01,0.615,0.401,24.677,0.411,25.292,SST.1440x720.20171224.hdf,25.65,0.09557479,359.75,37.10968,5.77E-08,,,,3.35
-176.5,-19.5,12/24/2017,12:00,2017,12,24,27,0.822,30.444,0.22,8.148,0,0,0.086,3.185,1.128,41.778,SST.1440x720.20171224.hdf,27,0.05231484,312,52.33454,3.96E-08,,,,10.14
-174.5,-21.5,12/24/2017,12:00,2017,12,24,17.74,0,0,0,0,0,0,0.156,8.794,0.156,8.794,SST.1440x720.20171224.hdf,25.65,0.08921875,581,39.18152,4.44E-08,,,,7.01
-176.5,-19.5,12/25/2017,12:00,2017,12,25,27,0.685,25.37,0.033,1.222,0,0,0.176,6.519,0.894,33.111,SST.1440x720.20171225.hdf,27,0.05231484,312,51.23128,3.96E-08,,,,10.14
-174.5,-20.5,12/25/2017,12:00,2017,12,25,17.73,0,0,0,0,0.016,0.902,0.227,12.803,0.243,13.706,SST.1440x720.20171225.hdf,25.8,0.1738432,94.5215,46.04821,3.30E-08,,,,7.01
-176.5,-19.5,12/26/2017,12:00,2017,12,26,27,0.341,12.63,0.3,11.111,0.144,5.333,0.382,14.148,1.167,43.222,SST.1440x720.20171226.hdf,26.85,0.03644089,312,50.92232,3.96E-08,,,,10.14
-176.5,-19.5,12/27/2017,12:00,2017,12,27,27,0.907,33.593,0.25,9.259,0.016,0.593,0.426,15.778,1.599,59.222,SST.1440x720.20171227.hdf,26.85,0.03644089,312,49.42595,3.96E-08,,,,8.49
-175.5,-21.5,12/27/2017,12:00,2017,12,27,15.36,0.02,1.302,0,0,0,0,0.19,12.37,0.21,13.672,SST.1440x720.20171227.hdf,26.25,0.06599694,12.75,39.9337,4.84E-08,,,,12.06
-174.5,-20.5,12/27/2017,12:00,2017,12,27,15.4,0,0,0,0,0,0,0.323,20.974,0.323,20.974,SST.1440x720.20171227.hdf,26.1,0.2624453,94.5215,45.63317,4.97E-08,,,,7.2
-176.5,-19.5,12/28/2017,12:00,2017,12,28,27,0.714,26.444,0.35,12.963,0.016,0.593,0.374,13.852,1.454,53.852,SST.1440x720.20171228.hdf,26.85,0.03644089,312,49.34719,3.96E-08,,,,8.49
-175.5,-21.5,12/28/2017,12:00,2017,12,28,15.79,0.02,1.267,0.049,3.103,0,0,0.113,7.156,0.182,11.526,SST.1440x720.20171228.hdf,26.4,0.06599694,12.75,40.15038,4.84E-08,,,,12.06
-175.5,-20.5,12/28/2017,12:00,2017,12,28,17,0,0,0,0,0.008,0.471,0.331,19.471,0.339,19.941,SST.1440x720.20171228.hdf,26.4,0.06796565,328.75,48.4579,5.01E-08,,,,10.28
-174.5,-21.5,12/28/2017,12:00,2017,12,28,15.6,0,0,0,0,0.028,1.795,0.366,23.462,0.394,25.256,SST.1440x720.20171228.hdf,26.4,0.1069073,581,41.24765,4.53E-08,,,,7.97
-174.5,-20.5,12/28/2017,12:00,2017,12,28,15.43,0,0,0,0,0,0,0.322,20.868,0.322,20.868,SST.1440x720.20171228.hdf,26.1,0.1798339,94.5215,45.12605,4.97E-08,,,,7.2
-176.5,-21.5,12/29/2017,12:00,2017,12,29,15.76,0.04,2.538,0,0,0.009,0.571,0,0,0.049,3.109,SST.1440x720.20171229.hdf,26.85,0.1205491,405.75,38.61009,4.30E-08,,,,5.62
-176.5,-19.5,12/29/2017,12:00,2017,12,29,27,0.888,32.889,0.3,11.111,0.048,1.778,0.289,10.704,1.525,56.481,SST.1440x720.20171229.hdf,26.85,0.03644089,312,48.99676,3.96E-08,,,,8.49
-175.5,-19.5,12/29/2017,12:00,2017,12,29,17,0,0,0,0,0.008,0.471,0.664,39.059,0.672,39.529,SST.1440x720.20171229.hdf,26.7,0.1075153,383,46.8905,4.64E-08,,,,7.38
-174.5,-21.5,12/29/2017,12:00,2017,12,29,16.25,0.016,0.985,0.025,1.538,0.058,3.569,0.956,58.831,1.055,64.923,SST.1440x720.20171229.hdf,26.7,0.1069073,581,42.91433,4.53E-08,,,,7.97
-174.5,-20.5,12/29/2017,12:00,2017,12,29,16.4,0.019,1.159,0.061,3.72,0,0,0.44,26.829,0.52,31.707,SST.1440x720.20171229.hdf,26.25,0.1798339,94.5215,45.72052,4.97E-08,,,,7.2
-176.5,-22.5,12/30/2017,12:00,2017,12,30,15.75,0.04,2.54,0,0,0.029,1.841,0.113,7.175,0.182,11.556,SST.1440x720.20171230.hdf,26.55,0.09557479,359.75,35.77613,2.27E-08,,,,4.92
-176.5,-19.5,12/30/2017,12:00,2017,12,30,27,1.516,56.148,0.3,11.111,0.008,0.296,0.032,1.185,1.856,68.741,SST.1440x720.20171230.hdf,26.85,0.03644089,312,48.11954,3.96E-08,,,,8.49
-175.5,-19.5,12/30/2017,12:00,2017,12,30,17,0,0,0,0,0,0,0.443,26.059,0.443,26.059,SST.1440x720.20171230.hdf,26.7,0.1075153,383,45.99819,4.64E-08,,,,7.38
-174.5,-20.5,12/30/2017,12:00,2017,12,30,15.03,0.036,2.395,0,0,0,0,0.556,36.993,0.592,39.388,SST.1440x720.20171230.hdf,26.4,0.1798339,94.5215,44.44496,4.97E-08,,,,7.2
-176.5,-19.5,12/31/2017,12:00,2017,12,31,27,0.69,25.556,0.3,11.111,0.056,2.074,0.076,2.815,1.122,41.556,SST.1440x720.20171231.hdf,26.85,0.03644089,312,48.09845,3.96E-08,,,,8.49
-175.5,-20.5,12/31/2017,12:00,2017,12,31,17,0.02,1.176,0.084,4.941,0.007,0.412,0.387,22.765,0.498,29.294,SST.1440x720.20171231.hdf,26.55,0.06796565,328.75,48.49921,5.01E-08,,,,10.28
-174.5,-21.5,12/31/2017,12:00,2017,12,31,15.6,0.086,5.513,0.069,4.423,0.05,3.205,0.745,47.756,0.95,60.897,SST.1440x720.20171231.hdf,26.85,0.1069073,581,42.49071,4.53E-08,,,,7.97
-174.5,-20.5,12/31/2017,12:00,2017,12,31,8.1,0,0,0,0,0,0,0,0,0,0,SST.1440x720.20171231.hdf,26.4,0.1798339,94.5215,46.07556,4.97E-08,,,,7.2
-176.5,-22.5,1/1/2018,12:00,2018,1,1,15.1,0.08,5.298,0,0,0.018,1.192,0.189,12.517,0.287,19.007,SST.1440x720.20180101.hdf,26.1,0.083876159,359.75,34.0592,4.06E-08,,,,6.83
-175.5,-20.5,1/1/2018,12:00,2018,1,1,12,0.02,1.667,0,0,0.007,0.583,0.331,27.583,0.358,29.833,SST.1440x720.20180101.hdf,25.8,0.07704067,328.75,46.70597,2.22E-08,,,,12.3
-174.5,-21.5,1/1/2018,12:00,2018,1,1,16.1,0.015,0.932,0,0,0.03,1.863,0.513,31.863,0.558,34.658,SST.1440x720.20180101.hdf,26.25,0.08881186,581,39.87288,5.15E-09,,,,6.84
-174.5,-21.5,1/2/2018,12:00,2018,1,2,17,0.042,2.471,0.099,5.824,0.039,2.294,0.802,47.176,0.982,57.765,SST.1440x720.20180102.hdf,25.95,0.08881186,581,37.72035,5.15E-09,,,,6.84
-174.5,-22.5,1/3/2018,12:00,2018,1,3,17,0.021,1.235,0.05,2.941,0.03,1.765,0.898,52.824,0.999,58.765,SST.1440x720.20180103.hdf,26.1,0.09029561,874,25.6215,2.86E-08,,,,17.93
-174.5,-21.5,1/3/2018,12:00,2018,1,3,33.47,0.042,1.255,0,0,0,0,1.279,38.213,1.321,39.468,SST.1440x720.20180103.hdf,25.95,0.08881186,581,37.5331,5.15E-09,,,,6.84
-174.5,-20.5,1/3/2018,12:00,2018,1,3,17.18,0.012,0.698,0.045,2.619,0,0,0.65,37.835,0.707,41.153,SST.1440x720.20180103.hdf,25.65,0.116494,94.5215,36.52172,4.95E-09,,,,6.99
-175.5,-19.5,1/4/2018,12:00,2018,1,4,17,0,0,0.137,8.059,0,0,0.111,6.529,0.248,14.588,SST.1440x720.20180104.hdf,26.85,0.1578719,383,37.04885,1.51E-08,,,,8.87
-174.5,-22.5,1/4/2018,12:00,2018,1,4,17,0.063,3.706,0.049,2.882,0.039,2.294,0.33,19.412,0.481,28.294,SST.1440x720.20180104.hdf,25.8,0.09029561,874,24.39362,2.86E-08,,,,17.93
-174.5,-21.5,1/4/2018,12:00,2018,1,4,17.43,0,0,0,0,0,0,0.36,20.654,0.36,20.654,SST.1440x720.20180104.hdf,25.8,0.08881186,581,37.7694,5.15E-09,,,,6.84
-174.5,-20.5,1/4/2018,12:00,2018,1,4,15.31,0.038,2.482,0.08,5.225,0.009,0.588,0.276,18.027,0.403,26.323,SST.1440x720.20180104.hdf,25.8,0.116494,94.5215,38.89114,4.95E-09,,,,6.99
-174.5,-21.5,1/5/2018,12:00,2018,1,5,34.43,0.085,2.469,0.236,6.854,0.084,2.44,1.651,47.952,2.056,59.715,SST.1440x720.20180105.hdf,26.25,0.08881186,581,37.29702,5.15E-09,,,,6.84
-174.5,-20.5,1/5/2018,12:00,2018,1,5,15.46,0.096,6.21,0.227,14.683,0,0,0.554,35.834,0.877,56.727,SST.1440x720.20180105.hdf,25.95,0.116494,94.5215,38.43675,4.95E-09,,,,6.99
-173.5,-19.5,1/5/2018,12:00,2018,1,5,17,0,0,0,0,0,0,0.126,7.412,0.126,7.412,SST.1440x720.20180105.hdf,26.55,0.04319001,787,36.08382,7.18E-09,,,,16.13
-174.5,-21.5,1/6/2018,12:00,2018,1,6,34.13,0.105,3.076,0.099,2.901,0.039,1.143,1.011,29.622,1.254,36.742,SST.1440x720.20180106.hdf,26.55,0.06221179,581,36.14771,5.15E-09,,,,2.91
-174.5,-20.5,1/6/2018,12:00,2018,1,6,15.2,0.057,3.75,0.04,2.632,0,0,0.611,40.197,0.708,46.579,SST.1440x720.20180106.hdf,26.4,0.1243377,94.5215,35.72805,4.95E-09,,,,6.72
-173.5,-20.5,1/6/2018,12:00,2018,1,6,15.5,0.011,0.71,0,0,0,0,0.762,49.161,0.773,49.871,SST.1440x720.20180106.hdf,26.55,0.131451123,794.75,40.06318,1.15E-08,,,,5.07
-174.5,-21.5,1/7/2018,12:00,2018,1,7,33.93,0.105,3.095,0.099,2.918,0.074,2.181,3.068,90.421,3.346,98.615,SST.1440x720.20180107.hdf,26.7,0.06221179,581,34.02089,5.15E-09,,,,2.91
-174.5,-20.5,1/7/2018,12:00,2018,1,7,16.26,0.023,1.415,0,0,0,0,0.731,44.957,0.754,46.371,SST.1440x720.20180107.hdf,26.55,0.1243377,94.5215,32.74197,4.95E-09,,,,6.72
-174.5,-21.5,1/8/2018,12:00,2018,1,8,16.62,0.021,1.264,0,0,0.012,0.722,0.47,28.279,0.503,30.265,SST.1440x720.20180108.hdf,26.85,0.06221179,581,30.30958,5.15E-09,,,,2.91
-174.5,-20.5,1/8/2018,12:00,2018,1,8,17.3,0.011,0.636,0,0,0.009,0.52,0.667,38.555,0.687,39.711,SST.1440x720.20180108.hdf,26.7,0.1243377,94.5215,29.45481,4.95E-09,,,,6.72
-173.5,-20.5,1/8/2018,12:00,2018,1,8,14.99,0.057,3.803,0.039,2.602,0,0,0.414,27.618,0.51,34.023,SST.1440x720.20180108.hdf,26.85,0.131451123,794.75,36.88668,2.09E-08,,,,5.07
-173.5,-20.5,1/9/2018,12:00,2018,1,9,14.65,0.019,1.297,0.026,1.775,0.008,0.546,0.184,12.56,0.237,16.177,SST.1440x720.20180109.hdf,26.85,0.131451123,794.75,35.28782,2.09E-08,,,,5.07
-172.5,-15.5,1/9/2018,12:00,2018,1,9,24,1.184,49.333,0.04,1.667,0.018,0.75,0.16,6.667,1.402,58.417,SST.1440x720.20180109.hdf,28.8,0.04672443,871,29.68484,2.09E-08,,,,8.78
-173.5,-20.5,1/10/2018,12:00,2018,1,10,14.65,0,0,0,0,0.008,0.546,0.703,47.986,0.711,48.532,SST.1440x720.20180110.hdf,26.85,0.131451123,794.75,35.09091,5.15E-09,,,,5.07
-172.5,-15.5,1/10/2018,12:00,2018,1,10,24,0.64,26.667,0,0,0.006,0.25,0.06,2.5,0.706,29.417,SST.1440x720.20180110.hdf,28.65,0.04672443,871,28.75844,5.15E-09,,,,8.78
-174.5,-21.5,1/11/2018,12:00,2018,1,11,32.93,0.043,1.306,0,0,0.05,1.518,1.461,44.367,1.554,47.191,SST.1440x720.20180111.hdf,26.55,0.06221179,581,32.78304,3.45E-08,,,,-1.45
-172.5,-15.5,1/11/2018,12:00,2018,1,11,24,1.392,58,0.02,0.833,0.024,1,0.2,8.333,1.636,68.167,SST.1440x720.20180111.hdf,28.8,0.04672443,871,29.76766,6.97E-08,,,,8
-174.5,-21.5,1/12/2018,12:00,2018,1,12,33.87,0,0,0,0,0.006,0.177,0.739,21.819,0.745,21.996,SST.1440x720.20180112.hdf,25.8,0.06221179,581,32.08393,3.45E-08,,,,-1.45
-173.5,-21.5,1/12/2018,12:00,2018,1,12,17,0,0,0,0,0,0,0.831,48.882,0.831,48.882,SST.1440x720.20180112.hdf,26.4,0.07318436,1714.75,33.76214,6.97E-08,,,,-1.87
-172.5,-15.5,1/12/2018,12:00,2018,1,12,24,1.04,43.333,0.06,2.5,0.012,0.5,0.66,27.5,1.772,73.833,SST.1440x720.20180112.hdf,28.8,0.057375278,871,31.34443,3.45E-08,,,,8
-174.5,-21.5,1/13/2018,12:00,2018,1,13,50.03,0,0,0.039,0.78,0.069,1.379,0.731,14.611,0.839,16.77,SST.1440x720.20180113.hdf,25.8,0.06221179,581,30.60848,1.70E-08,,,,-1.45
-173.5,-21.5,1/13/2018,12:00,2018,1,13,17,0,0,0,0,0,0,0.237,13.941,0.237,13.941,SST.1440x720.20180113.hdf,26.4,0.07318436,1714.75,37.75771,2.48E-08,,,,-1.87
-174.5,-21.5,1/14/2018,12:00,2018,1,14,17,0,0,0,0,0.012,0.706,0.533,31.353,0.545,32.059,SST.1440x720.20180114.hdf,25.95,0.06221179,581,32.8569,6.97E-08,,,,-1.45
-173.5,-21.5,1/14/2018,12:00,2018,1,14,17,0.061,3.588,0.042,2.471,0.048,2.824,0.079,4.647,0.23,13.529,SST.1440x720.20180114.hdf,26.4,0.07318436,1714.75,38.42262,3.14E-08,,,,-1.87
-173.5,-20.5,1/14/2018,12:00,2018,1,14,15.13,0,0,0,0,0,0,0.471,31.13,0.471,31.13,SST.1440x720.20180114.hdf,26.4,0.131451123,794.75,34.47137,3.45E-08,,,,6.15
-175.5,-20.5,1/15/2018,12:00,2018,1,15,17.33,0,0,0,0,0,0,0.125,7.213,0.125,7.213,SST.1440x720.20180115.hdf,27.15,0.07704067,328.75,30.28529,1.74E-08,,,,13.55
-174.5,-21.5,1/15/2018,12:00,2018,1,15,17,0.065,3.824,0,0,0.048,2.824,1.332,78.353,1.445,85,SST.1440x720.20180115.hdf,26.25,0.06221179,581,32.8941,3.14E-08,,,,-1.45
-174.5,-20.5,1/15/2018,12:00,2018,1,15,15.32,0.017,1.11,0,0,0.014,0.914,0.039,2.546,0.07,4.569,SST.1440x720.20180115.hdf,26.25,0.243293677,94.5215,32.97607,6.97E-08,,,,6.71
-173.5,-21.5,1/15/2018,12:00,2018,1,15,17,0,0,0,0,0.021,1.235,0.039,2.294,0.06,3.529,SST.1440x720.20180115.hdf,26.7,0.07318436,1714.75,37.31665,1.70E-08,,,,-1.87
-175.5,-21.5,1/16/2018,12:00,2018,1,16,17.05,0.017,0.997,0,0,0,0,0.125,7.331,0.142,8.328,SST.1440x720.20180116.hdf,27.15,0.09899426,12.75,29.95777,3.30E-08,,,,11.8
-174.5,-20.5,1/16/2018,12:00,2018,1,16,16.24,0.017,1.047,0,0,0.007,0.431,0.176,10.837,0.2,12.315,SST.1440x720.20180116.hdf,27.15,0.243293677,94.5215,31.62438,2.48E-08,,,,7.72
-174.5,-21.5,1/17/2018,12:00,2018,1,17,34.6,0.024,0.694,0,0,0.019,0.549,0.331,9.566,0.374,10.809,SST.1440x720.20180117.hdf,27.3,0.06221179,581,32.16389,6.97E-08,,,,-4.22
-173.5,-20.5,1/17/2018,12:00,2018,1,17,14.45,0.017,1.176,0.026,1.799,0,0,0.294,20.346,0.337,23.322,SST.1440x720.20180117.hdf,28.2,0.131451123,794.75,27.79315,3.14E-08,,,,9.37
-172.5,-15.5,1/17/2018,12:00,2018,1,17,24,1.184,49.333,0.02,0.833,0,0,0.5,20.833,1.704,71,SST.1440x720.20180117.hdf,29.4,0.057375278,871,32.6209,3.30E-08,,,,6.65
-175.5,-20.5,1/18/2018,12:00,2018,1,18,16.64,0,0,0,0,0,0,0.225,13.522,0.225,13.522,SST.1440x720.20180118.hdf,28.2,0.07704067,328.75,25.43184,2.48E-08,,,,12.19
-174.5,-21.5,1/18/2018,12:00,2018,1,18,17,0,0,0,0,0.039,2.294,0.262,15.412,0.301,17.706,SST.1440x720.20180118.hdf,27.45,0.06221179,581,30.67947,6.97E-08,,,,-4.22
-174.5,-20.5,1/18/2018,12:00,2018,1,18,18.97,0.097,5.113,0,0,0,0,0.437,23.036,0.534,28.15,SST.1440x720.20180118.hdf,27.9,0.243293677,94.5215,28.30904,3.14E-08,,,,7.72
-172.5,-15.5,1/18/2018,12:00,2018,1,18,24,0.816,34,0.02,0.833,0,0,0.26,10.833,1.096,45.667,SST.1440x720.20180118.hdf,29.25,0.07790817,871,34.02904,3.30E-08,,,,6.65
-175.5,-20.5,1/19/2018,12:00,2018,1,19,34.29,0.019,0.554,0,0,0,0,0.617,17.994,0.636,18.548,SST.1440x720.20180119.hdf,28.2,0.07704067,328.75,25.82082,7.20E-08,,,,12.19
-174.5,-21.5,1/19/2018,12:00,2018,1,19,17,0.025,1.471,0,0,0.019,1.118,2.232,131.294,2.276,133.882,SST.1440x720.20180119.hdf,27.3,0.06221179,581,30.30316,6.71E-08,,,,-4.22
-174.5,-20.5,1/19/2018,12:00,2018,1,19,18.1,0,0,0,0,0.019,1.05,0.54,29.834,0.559,30.884,SST.1440x720.20180119.hdf,27.75,0.243293677,94.5215,29.33576,6.97E-08,,,,7.72
-172.5,-15.5,1/19/2018,12:00,2018,1,19,24,0.496,20.667,0.02,0.833,0,0,0,0,0.516,21.5,SST.1440x720.20180119.hdf,29.25,0.07790817,871,34.84063,5.74E-08,,,,6.65
-175.5,-21.5,1/20/2018,12:00,2018,1,20,17.22,0.019,1.103,0,0,0,0,0.28,16.26,0.299,17.364,SST.1440x720.20180120.hdf,27.15,0.1318185,12.75,28.16046,2.84E-08,,,,11.8
-175.5,-20.5,1/20/2018,12:00,2018,1,20,17.6,0.022,1.25,0,0,0,0,0.268,15.227,0.29,16.477,SST.1440x720.20180120.hdf,27.9,0.07704067,328.75,27.98708,7.20E-08,,,,12.19
-174.5,-21.5,1/20/2018,12:00,2018,1,20,17,0.052,3.059,0,0,0.039,2.294,0.919,54.059,1.01,59.412,SST.1440x720.20180120.hdf,26.85,0.06221179,581,30.84229,6.71E-08,,,,-4.22
-173.5,-19.5,1/20/2018,12:00,2018,1,20,17.6,0.024,1.364,0,0,0,0,0.721,40.966,0.745,42.33,SST.1440x720.20180120.hdf,27.75,0.082967664,787,31.52015,6.97E-08,,,,15.65
-172.5,-14.5,1/20/2018,12:00,2018,1,20,24,1.024,42.667,0.12,5,0,0,0.28,11.667,1.424,59.333,SST.1440x720.20180120.hdf,29.25,0.02375878,643.75,37.87945,6.59E-08,,,,8.05
-175.5,-21.5,1/21/2018,12:00,2018,1,21,17.86,0,0,0,0,0,0,0.279,15.622,0.279,15.622,SST.1440x720.20180121.hdf,27.15,0.1318185,12.75,30.79923,1.11E-08,,,,9.22
-175.5,-20.5,1/21/2018,12:00,2018,1,21,17.03,0,0,0,0,0,0,0.281,16.5,0.281,16.5,SST.1440x720.20180121.hdf,27.6,0.07704067,328.75,31.20453,7.20E-08,,,,10.61
-174.5,-21.5,1/21/2018,12:00,2018,1,21,17,0,0,0,0,0.039,2.294,0.262,15.412,0.301,17.706,SST.1440x720.20180121.hdf,27,0.092271766,581,32.66431,6.71E-08,,,,-5.07
-174.5,-20.5,1/21/2018,12:00,2018,1,21,17.5,0,0,0,0,0,0,0.501,28.629,0.501,28.629,SST.1440x720.20180121.hdf,27.45,0.243293677,94.5215,33.97769,1.11E-08,,,,8.83
-173.5,-14.5,1/21/2018,12:00,2018,1,21,24,1.248,52,0.06,2.5,0.018,0.75,0.84,35,2.166,90.25,SST.1440x720.20180121.hdf,28.8,0.05271055,1012.5,37.76903,2.00E-09,,,,12.49
-175.5,-21.5,1/22/2018,12:00,2018,1,22,12.5,0,0,0,0,0,0,0.167,13.36,0.167,13.36,SST.1440x720.20180122.hdf,27,0.1318185,12.75,33.66238,2.00E-09,,,,9.22
-175.5,-20.5,1/22/2018,12:00,2018,1,22,19.65,0,0,0,0,0,0,0.168,8.55,0.168,8.55,SST.1440x720.20180122.hdf,27.6,0.07704067,328.75,33.60637,6.97E-08,,,,10.61
-173.5,-14.5,1/22/2018,12:00,2018,1,22,24,0.864,36,0,0,0.006,0.25,0.68,28.333,1.55,64.583,SST.1440x720.20180122.hdf,28.95,0.05271055,1012.5,37.18241,6.97E-08,,,,12.49
-175.5,-20.5,1/23/2018,12:00,2018,1,23,35.72,0.046,1.288,0.022,0.616,0,0,0.391,10.946,0.459,12.85,SST.1440x720.20180123.hdf,27.6,0.07704067,328.75,34.02646,6.59E-08,,,,10.61
-175.5,-20.5,1/24/2018,12:00,2018,1,24,10.25,0,0,0,0,0,0,0.111,10.829,0.111,10.829,SST.1440x720.20180124.hdf,27.6,0.07704067,328.75,34.30924,6.97E-08,,,,10.61
-174.5,-21.5,1/24/2018,12:00,2018,1,24,17,0.017,1,0.049,2.882,0,0,0.459,27,0.525,30.882,SST.1440x720.20180124.hdf,26.85,0.092271766,581,36.13043,6.59E-08,,,,-5.07
-174.5,-21.5,1/25/2018,12:00,2018,1,25,34.92,0,0,0.1,2.864,0.017,0.487,1.004,28.751,1.121,32.102,SST.1440x720.20180125.hdf,27.15,0.092271766,581,36.85252,6.97E-08,,,,-5.07
-174.5,-20.5,1/25/2018,12:00,2018,1,25,18.1,0,0,0,0,0,0,0.723,39.945,0.723,39.945,SST.1440x720.20180125.hdf,27.45,0.243293677,94.5215,36.43327,6.59E-08,,,,8.83
-174.5,-21.5,1/26/2018,12:00,2018,1,26,17,0.017,1,0.1,5.882,0,0,0.229,13.471,0.346,20.353,SST.1440x720.20180126.hdf,27.6,0.092271766,581,37.43055,4.85E-08,,,,-5
-174.5,-20.5,1/26/2018,12:00,2018,1,26,36.78,0,0,0,0,0,0,0.763,20.745,0.763,20.745,SST.1440x720.20180126.hdf,27.75,0.243293677,94.5215,36.80347,6.59E-08,,,,9.23
-174.5,-21.5,1/27/2018,12:00,2018,1,27,35.23,0,0,0.049,1.391,0.045,1.277,0.234,6.642,0.328,9.31,SST.1440x720.20180127.hdf,27.6,0.092271766,581,38.27654,5.00E-08,,,,-5
-174.5,-20.5,1/27/2018,12:00,2018,1,27,31,0.039,1.258,0,0,0,0,0.362,11.677,0.401,12.935,SST.1440x720.20180127.hdf,27.9,0.243293677,94.5215,37.64848,6.97E-08,,,,9.23
-175.5,-19.5,1/28/2018,12:00,2018,1,28,27,0.254,9.407,0,0,0,0,0,0,0.254,9.407,SST.1440x720.20180128.hdf,28.2,0.1061561,383,32.09328,6.59E-08,,,,11.45
-174.5,-20.5,1/28/2018,12:00,2018,1,28,38.19,0.039,1.021,0,0,0,0,1.308,34.25,1.347,35.271,SST.1440x720.20180128.hdf,27.9,0.243293677,94.5215,36.20424,5.00E-08,,,,9.23
-175.5,-18.5,1/29/2018,12:00,2018,1,29,27,2.382,88.222,0.06,2.222,0.064,2.37,1.038,38.444,3.544,131.259,SST.1440x720.20180129.hdf,28.35,0.08915696,498.25,34.97892,1.20E-08,,,,11.84
-174.5,-21.5,1/29/2018,12:00,2018,1,29,18.21,0.019,1.043,0,0,0,0,0.515,28.281,0.534,29.325,SST.1440x720.20180129.hdf,27.75,0.092271766,581,19.94065,1.90E-09,,,,-5
-174.5,-20.5,1/29/2018,12:00,2018,1,29,16.3,0.037,2.27,0,0,0,0,0.198,12.147,0.235,14.417,SST.1440x720.20180129.hdf,27.9,0.243293677,94.5215,32.13058,5.37E-08,,,,9.23
-175.5,-18.5,1/30/2018,12:00,2018,1,30,27,1.913,70.852,0.078,2.889,0.08,2.963,0.55,20.37,2.621,97.074,SST.1440x720.20180130.hdf,28.05,0.08915696,498.25,35.66808,5.00E-08,,,,11.84
-174.5,-21.5,1/30/2018,12:00,2018,1,30,17.39,0,0,0,0,0,0,0.07,4.025,0.07,4.025,SST.1440x720.20180130.hdf,27.6,0.092271766,581,12.5793,1.90E-09,,,,-5
-174.5,-20.5,1/30/2018,12:00,2018,1,30,17.12,0,0,0,0,0,0,0.495,28.914,0.495,28.914,SST.1440x720.20180130.hdf,27.9,0.243293677,94.5215,27.77519,3.40E-08,,,,9.23
-174.5,-18.5,1/30/2018,12:00,2018,1,30,17,0.181,10.647,0.13,7.647,0,0,0.439,25.824,0.75,44.118,SST.1440x720.20180130.hdf,28.2,0.1578252,185.75,32.17936,2.41E-08,,,,12.57
-175.5,-18.5,1/31/2018,12:00,2018,1,31,27,0.092,3.407,0,0,0,0,0.141,5.222,0.233,8.63,SST.1440x720.20180131.hdf,27.75,0.08915696,498.25,36.32913,1.50E-08,,,,11.05
-174.5,-20.5,1/31/2018,12:00,2018,1,31,12.45,0.018,1.446,0,0,0,0,0.098,7.871,0.116,9.317,SST.1440x720.20180131.hdf,27.9,0.243293677,94.5215,26.83449,1.90E-09,,,,9.36
-174.5,-17.5,1/31/2018,12:00,2018,1,31,17,0.04,2.353,0.195,11.471,0.033,1.941,0.977,57.471,1.245,73.235,SST.1440x720.20180131.hdf,27.15,0.03416725,405.5,35.84966,1.50E-08,,,,6.99
-175.5,-18.5,2/1/2018,12:00,2018,2,1,27,0.762,28.222,0.042,1.556,0,0,0.398,14.741,1.202,44.519,SST.1440x720.20180201.hdf,27.75,0.07285251,498.25,35.15203,1.71E-08,,,,11.05
-175.5,-17.5,2/1/2018,12:00,2018,2,1,17,0.06,3.529,0.195,11.471,0,0,1.367,80.412,1.622,95.412,SST.1440x720.20180201.hdf,27,0.08045653,331.75,36.55904,1.50E-08,,,,8.81
-174.5,-20.5,2/1/2018,12:00,2018,2,1,17.5,0,0,0.051,2.914,0,0,0.155,8.857,0.206,11.771,SST.1440x720.20180201.hdf,28.2,0.243293677,94.5215,26.8824,2.17E-08,,,,9.36
-175.5,-17.5,2/2/2018,12:00,2018,2,2,27,1.259,46.63,0.043,1.593,0.072,2.667,0.152,5.63,1.526,56.519,SST.1440x720.20180202.hdf,27.15,0.08045653,331.75,36.34901,1.71E-08,,,,8.81
