lond,latd,Date,Time,yy,mm,day,lond,,latd,hhooks,alb_mt,alb_kghhks,bet_mt,bet_kghhks,pbf_mt,pbf_kghhks,skj_mt,skj_kghhks,sbf_mt,sbf_kghhks,yft_mt,yft_kghhks,tun_mt,tun_kghhks,Date
-174.5,-21.5,2/24/2014,12:00,2014,2,24,185.5,-174.5,-21.5,42,0,0,0.07,1.667,0,0,0,0,0,0,3.023,71.976,3.093,73.643,2/24/2014
-175.5,-19.5,2/25/2014,12:00,2014,2,25,184.5,-175.5,-19.5,31,0.15,4.839,0.037,1.194,0,0,0,0,0,0,0.238,7.677,0.425,13.71,2/25/2014
-174.5,-21.5,2/25/2014,12:00,2014,2,25,185.5,-174.5,-21.5,42,0,0,0.06,1.429,0,0,0,0,0,0,2.214,52.714,2.274,54.143,2/25/2014
-175.5,-18.5,2/26/2014,12:00,2014,2,26,184.5,-175.5,-18.5,31,0.19,6.129,0.036,1.161,0,0,0,0,0,0,0.256,8.258,0.482,15.548,2/26/2014
-174.5,-21.5,2/26/2014,12:00,2014,2,26,185.5,-174.5,-21.5,42,0.015,0.357,0.09,2.143,0,0,0,0,0,0,2.242,53.381,2.347,55.881,2/26/2014
-172.5,-22.5,2/26/2014,12:00,2014,2,26,187.5,-172.5,-22.5,34,0.236,6.941,0.245,7.206,0,0,0,0,0,0,0.036,1.059,0.517,15.206,2/26/2014
-175.5,-18.5,2/27/2014,12:00,2014,2,27,184.5,-175.5,-18.5,31,0.15,4.839,0.103,3.323,0,0,0,0,0,0,0.457,14.742,0.71,22.903,2/27/2014
-174.5,-16.5,3/2/2014,12:00,2014,3,2,185.5,-174.5,-16.5,31,0.449,14.484,0.061,1.968,0,0,0,0,0,0,0.196,6.323,0.706,22.774,3/2/2014
-174.5,-16.5,3/3/2014,12:00,2014,3,3,185.5,-174.5,-16.5,31,0.15,4.839,0,0,0,0,0,0,0,0,0.312,10.065,0.462,14.903,3/3/2014
-175.5,-16.5,3/4/2014,12:00,2014,3,4,184.5,-175.5,-16.5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/4/2014
-174.5,-21.5,3/4/2014,12:00,2014,3,4,185.5,-174.5,-21.5,16,0,0,0,0,0,0,0,0,0,0,1.35,84.375,1.35,84.375,3/4/2014
-175.5,-16.5,3/5/2014,12:00,2014,3,5,184.5,-175.5,-16.5,31,0.012,0.387,0,0,0,0,0,0,0,0,0.659,21.258,0.671,21.645,3/5/2014
